1143;Rossi;1103
1145;Jonckers;1102
1146;Eerdekens;1101
1146;Vandenbossche;1101
1148;Gallez;1100
1148;Rens;1100
1150;Dehon;1099
1150;Jamar;1099
1150;Vandenbroeck;1099
1153;Foulon;1098
1154;Daneels;1097
1154;Everaerts;1097
1154;Ismail;1097
1154;Philippart;1097
1154;Veys;1097
1159;Henin;1096
1159;Tahiri;1096
1159;Vermote;1096
1162;Lepage;1095
1162;Reyniers;1095
1164;Schrijvers;1094
1165;El Moussaoui;1093
1165;Fabry;1093
1165;Geldof;1093
1168;Van Bever;1092
1168;Wilms;1092
1170;Buyens;1090
1170;Demets;1090
1172;Heinen;1088
1172;Kennes;1088
1172;Verleyen;1088
1175;De Craene;1087
1175;De Koninck;1087
1175;Debusschere;1087
1175;Messaoudi;1087
1179;Driessens;1086
1179;Gauthier;1086
1179;Knapen;1086
1182;Roggeman;1085
1183;Dekens;1084
1183;Demeester;1084
1185;Shinwari;1082
1186;Pirlot;1081
1186;Vertongen;1081
1188;De Ruyck;1080
1188;Van Geel;1080
1190;Leyssens;1079
1191;Roelens;1078
1192;Kuypers;1077
1193;Meeusen;1076
1194;De Herdt;1075
1194;Vanderhaeghen;1075
1196;Ketels;1074
1196;Nicaise;1074
1198;Sas;1073
1199;De Baerdemaeker;1072
1199;De Meulemeester;1072
1199;Ghys;1072
1202;Meys;1071
1203;Van Dorpe;1070
1204;De Boever;1069
1204;Gashi;1069
1206;Hassan;1068
1206;Tas;1068
1206;Vliegen;1068
1209;Maas;1067
1210;Wijnants;1066
1211;Goffinet;1065
1211;Mangelschots;1065
1213;Vroman;1064
1214;Hamdaoui;1063
1214;Muylle;1063
1216;Carette;1062
1216;Spitaels;1062
1218;Verheye;1061
1219;Geelen;1060
1219;Neefs;1060
1219;Vanhamme;1060
1222;Geenen;1059
1222;Nulens;1059
1222;Plessers;1059
1222;Vangheluwe;1059
1226;Pochet;1058
1226;Wauthier;1058
1228;Maton;1057
1229;Symons;1056
1230;Ceyssens;1055
1230;Van Durme;1055
1232;Clarysse;1053
1232;Dom;1053
1232;Popa;1053
1232;Strubbe;1053
